date,final,seasonal,seasonaladj,trend,irregular,adjustfac,year,population,population_over18,pc_over18,rate,month
2019-08-31,1339148.46812516,0.838214187149341,1339148.46812516,1337102.46718641,1.00153017512791,0.860988999684414,2019,322903030,249349790,77.22126051279233,5.370561844568467,8
2019-09-30,1306164.98281342,0.82320323636342,1306164.98281342,1308504.47001735,0.998212090781856,0.810116649828415,2019,322903030,249349790,77.22126051279233,5.23828386947276,9
2019-10-31,1281402.40787829,0.904041813532724,1281402.40787829,1276837.42554222,1.00357522598002,0.899169919547582,2019,322903030,249349790,77.22126051279233,5.138975283990774,10
2019-11-30,1237811.48597355,1.11950779505041,1237811.48597355,1246921.40527924,0.992694070959795,1.14375598872917,2019,322903030,249349790,77.22126051279233,4.964156921782649,11
2019-12-31,1230465.38438554,1.3790668339815,1230465.38438554,1240273.77270098,0.992091755440354,1.35195091313415,2019,322903030,249349790,77.22126051279233,4.934695892005924,12
2020-01-31,1261018.7559829,0.963671212238192,1261018.7559829,1239523.86996907,1.01734124411365,0.975921883922151,2020,322903030,249349790,77.22126051279233,5.057228064972102,1
2020-02-29,1203590.36408458,1.08447780837394,1203590.36408458,1210123.20314266,0.994601509134674,1.12134289229418,2020,322903030,249349790,77.22126051279233,4.826915491224516,2
2020-03-31,2041916.08787136,1.28391583461584,2041916.08787136,2022801.47493799,1.00944957435033,1.25867082161993,2020,322903030,249349790,77.22126051279233,8.188962532799245,3
2020-04-30,1910920.53769401,0.938332703390503,1910920.53769401,1942322.73628787,0.983832656639817,0.936860620149276,2020,322903030,249349790,77.22126051279233,7.663613984571673,4
2020-05-31,1907028.10838304,0.893169092931595,1907028.10838304,1894075.62888395,1.00683841727414,0.900795165235686,2020,322903030,249349790,77.22126051279233,7.648003667390456,5
2020-06-30,2548784.64336917,0.938177046953123,2548784.64336917,2532375.29511119,1.00647982480703,0.931696173773613,2020,322903030,249349790,77.22126051279233,10.221723641191636,6
2020-07-31,2403229.80051317,0.82303100109966,2403229.80051317,2396567.14104685,1.00278008462697,0.833493783895438,2020,322903030,249349790,77.22126051279233,9.637986061721449,7
2020-08-31,2238325.4734726,0.821114705085141,2238325.4734726,2262376.61028493,0.989369083510241,0.813921532677538,2020,322903030,249349790,77.22126051279233,8.976648720949795,8
2020-09-30,2174930.76440555,0.816182700868318,2174930.76440555,2165095.46406743,1.00454266359214,0.807428920837386,2020,322903030,249349790,77.22126051279233,8.722408646927475,9
2020-10-31,2074071.31457936,0.891519234510922,2074071.31457936,2072979.30492457,1.00052678270941,0.915742379082658,2020,322903030,249349790,77.22126051279233,8.317918834338542,10
2020-11-30,1972586.2604331,1.08642223533355,1972586.2604331,1980026.1885071,0.996242510267196,1.06915121650343,2020,322903030,249349790,77.22126051279233,7.910920079110954,11
2020-12-31,1525718.72230701,1.35358846686305,1525718.72230701,1523031.1467946,1.00176462281685,1.34629395967173,2020,322903030,249349790,77.22126051279233,6.118788880098958,12
2021-01-31,2278920.2849436,0.958407018169793,2278920.2849436,1462026.80577328,1.55874042524018,0.966590106092508,2021,322903030,249349790,77.22126051279233,9.139451390528944,1
2021-02-28,1400773.87858922,1.06732436988844,1400773.87858922,1403319.72809426,0.998185837871392,1.05787902148235,2021,322903030,249349790,77.22126051279233,5.6177062695309274,2
