Year_csis,Month_csis,Day_csis,State_csis,City_csis,Orientation_csis,vict_killed_csis,LE_status_csis,MIL_status_csis,Target_csis,Weapon_csis,Lat_csis,Long_csis,type_extremism_1,type_extremism_2,victim_category,victim_specific1,victim_specific2,susp_total,susp_hometown,susp_social_media_use
2015,8,16,Illinois,,Violent Far-right,1,,,Private Individuals,Melee,40.6936,-89.589,other,,individual,immigrant,sikh,,,
2015,11,27,Colorado,Colorado Springs,Violent Far-right,3,,,Abortion Related,Firearms,38.864281,-104.778412,anti abortion,,building,abortion,,1,"Black Mountain, NC",
2015,6,17,South Carolina,Charleston,Violent Far-right,9,,,Religious Institutions,Firearms,32.787474,-79.933101,white supremacist,,religious building,black,,1,"Columbia, SC",various
2015,4,13,North Carolina,,Violent Far-right,1,,,Private Individuals,Firearms,35.4035,-77.9447,white supremacist,incel,individual,lgbtq,,1,"Wayne, NC",facebook
2015,11,17,Texas,,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,29.7633,-95.3633,anti muslim,,individual,muslim,,1,"Fort Bend, TX",facebook
2015,12,20,California,,Violent Far-right,0,,,Unknown,,37.9358,-122.348,anti muslim,,individual,muslim,,1,"Richmond, VA",facebook
2015,10,1,Oregon,Roseburg,Violent Far-right,9,,Veteran,Educational Institution,Firearms,43.288981,-123.333302,white supremacist,incel,building,education,,1,"Winchester, OR",various
2015,7,23,Louisiana,Lafayette,Violent Far-right,2,,,Business,Firearms,30.201966,-92.045686,white supremacist,anti government,group,,,1,"Lafayette, LA",various
2015,12,30,New York,Rochester,Religious,0,,,Business,Unknown,43.183991,-77.603357,,,,,,,,
2015,12,17,Pennsylvania,,Religious,0,,,Unknown,Firearms,40.259,-76.8319,,,,,,,,
2015,12,11,Maryland,,Religious,0,,,Unknown,Unknown,39.294114,-76.741194,,,,,,,,
2015,12,2,California,San Bernardino,Religious,14,,,"Government, Military, and Police",Explosives and Incendiaries,34.07577,-117.277924,,,,,,,,
2015,11,4,California,Merced,Religious,0,,,Educational Institution,Melee,37.365797,-120.424771,,,,,,,,
2015,11,1,Mississippi,Tupelo,Violent Far-left,0,,,Business,Explosives and Incendiaries,34.308638,-88.709435,,,,,,,,
2015,9,13,Texas,Bullard,Religious,0,,,Religious Institutions,Firearms,32.137933,-95.323685,,,,,,,,
2015,8,24,Missouri,Buffalo,Religious,0,,,"Government, Military, and Police",Threats or Hoaxes,37.643883,-93.099816,,,,,,,,
2015,7,27,Florida,,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,24.5557,-81.7826,,,,,,,,
2015,7,16,Tennessee,Chattanooga,Religious,0,,,"Government, Military, and Police",Firearms,35.031789,-85.184718,,,,,,,,
2015,7,16,Tennessee,Chattanooga,Religious,5,,,"Government, Military, and Police",Firearms,35.095083,-85.253424,,,,,,,,
2015,7,4,Massachusetts,,Religious,0,,,Unknown,Explosives and Incendiaries,42.6242,-73.1176,,,,,,,,
2015,6,22,West Virginia,,Religious,0,,,Unknown,Firearms,39.629526,-79.9558968,,,,,,,,
2015,6,13,New York,New York City,Religious,0,,,"Government, Military, and Police",Melee,40.7128,-74.006,,,,,,,,
2015,6,2,Massachusetts,,Religious,0,,,"Government, Military, and Police",Melee,42.2912,-71.1245,,,,,,,,
2015,5,25,Multiple,,Religious,0,,,Transportation and Infrastructure,Threats or Hoaxes,,,,,,,,,,
2015,5,3,Texas,Garland,Religious,0,,,Private Individuals,Firearms,32.959034,-96.641877,,,,,,,,
2015,4,10,Kansas,,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,39.1532532,-96.5628309,,,,,,,,
2015,4,2,New York,,Religious,0,,,Unknown,Explosives and Incendiaries,40.68139,-73.83694,,,,,,,,
2015,4,1,North Carolina,Charlotte,Religious,0,,,Unknown,Unknown,35.227176,-80.83013,,,,,,,,
2015,3,25,Illinois,,Religious,0,,Veteran,"Government, Military, and Police",Unknown,41.84,-87.68,,,,,,,,
2015,3,9,Nevada,Reno,Violent Far-left,0,,,Business,Explosives and Incendiaries,39.530155,-119.8142,,,,,,,,
2015,2,23,Ohio,Kent,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,41.151766,-81.348654,,,,,,,,
2015,1,14,Ohio,,Religious,0,,,"Government, Military, and Police",Firearms,39.162,-84.4569,,,,,,,,
2015,2,13,Texas,Houston,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,29.7632836,-95.3632715,anti muslim,,religious building,muslim,,1,"Houston, TX",
2015,2,17,Florida,Melbourne,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,28.122223,-80.689149,racist,,religious building,black,,1,,
2015,2,23,District of Columbia,,Violent Far-right,0,,,Religious Institutions,Melee,38.9112,-76.9847,anti muslim,,religious building,muslim,,1,,
2015,4,10,Tennessee,,Violent Far-right,0,,,Religious Institutions,,35.1225727,-85.3438488,anti muslim,,individual,muslim,,1,"Signal Mountain, TN",
2015,6,23,Georgia,Macon,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,32.823281,-83.664394,racist,,religious building,black,,,,
2015,6,24,North Carolina,Charlotte,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,35.213923,-80.790063,racist,,religious building,black,,,,
2015,7,15,Texas,Houston,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,29.813822,-95.365295,racist,,religious building,black,,,,
2015,7,19,Illinois,Aurora,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,41.758165,-88.239197,anti abortion,,building,abortion,,,,
2015,7,21,South Carolina,,Violent Far-right,0,,,Religious Institutions,Firearms,32.7342,-79.9408,racist,,religious building,black,,,,
2015,7,22,South Carolina,,Violent Far-right,0,,,Religious Institutions,Firearms,32.7342,-79.9408,racist,,religious building,black,,,,
2015,8,1,Louisiana,New Orleans,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,29.950112,-90.096663,anti abortion,,building,abortion,,,,
2015,9,3,New York,,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,43.3278,-78.1909,anti muslim,,religious building,muslim,,,,
2015,9,4,Washington,Pullman,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,46.715956,-117.179453,anti abortion,,building,abortion,,,,
2015,9,30,California,Thousand Oaks,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,34.184851,-118.90688,anti abortion,,building,abortion,,,,
2015,10,8,Missouri,,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,38.7192175,-90.2603903,racist,,religious building,black,,,,
2015,11,6,California,Ingelwood,Violent Far-right,0,,,Private Individuals,Melee,33.959535,-118.348342,anti muslim,,individual,immigrant,sikh,1,"Inglewood, CA",
2015,11,8,Virginia,,Violent Far-right,0,,,Unknown,,37.3785,-77.5869,white supremacist,,religious building,black,jewish,2,"Chesterfield, VA",
2015,11,15,Connecticut,Meriden,Violent Far-right,0,,Veteran,Religious Institutions,Firearms,41.519714,-72.840257,anti muslim,,religious building,muslim,,1,"Meriden, CT",
2015,11,17,North Carolina,,Violent Far-right,0,,,Private Individuals,Melee,35.2271,-80.8431,anti muslim,,individual,muslim,,,,
2015,11,19,Virginia,Falls Church,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,38.861472,-77.146621,anti muslim,,individual,muslim,,1,,
2015,11,26,Pennsylvania,,Violent Far-right,0,,,Private Individuals,Firearms,40.45,-80,anti muslim,,individual,muslim,,1,"Pittsburgh, PA",
2015,12,2,Virginia,,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,38.748,-77.4839,anti muslim,,individual,muslim,,,,
2015,12,5,New York,New York City,Violent Far-right,0,,,Private Individuals,Melee,40.697132,-73.931351,anti muslim,,individual,muslim,,1,"Jacksonville, FL",
2015,12,8,North Dakota,Grand Forks,Violent Far-right,0,,,Business,Explosives and Incendiaries,47.900053,-97.044649,anti muslim,,individual,muslim,,1,"Grand Forks, MN",
2015,12,26,California,Tracy,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,37.764563,-121.452503,anti muslim,,individual,muslim,,,,
2014,12,28,Oregon,,Violent Far-left,0,,,Private Individuals,Other,44.0001,-120.501,,,,,,,,
2014,12,20,New York,New York City,Violent Far-left,2,,,"Government, Military, and Police",Firearms,40.697132,-73.931351,,,,,,,,
2014,12,18,North Carolina,Morganton,Religious,1,,,Private Individuals,Firearms,35.745407,-81.684819,,,,,,,,
2014,12,9,New York,,Violent Far-right,0,,,Private Individuals,Melee,40.65,-73.95,,,,,,,,
2014,12,7,California,Los Angeles,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,34.097866,-118.407379,,,,,,,,
2014,11,28,Texas,Austin,Violent Far-right,0,,,"Government, Military, and Police",Firearms,30.283581,-97.698654,,,,,,,,
2014,11,23,Oregon,Pendleton,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,45.672075,-118.788597,,,,,,,,
2014,11,4,California,Coachella,Violent Far-right,0,,,Religious Institutions,Firearms,33.693175,-116.18749,,,,,,,,
2014,10,24,New Mexico,Albuquerque,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,35.068259,-106.62154,,,,,,,,
2014,10,23,New York,New York City,Religious,0,,Veteran,"Government, Military, and Police",Melee,40.697132,-73.931351,,,,,,,,
2014,9,12,Pennsylvania,Blooming Grove,Violent Far-left,1,,,"Government, Military, and Police",Firearms,41.370121,-75.154073,,,,,,,,
2014,9,11,Missouri,Kansas City,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,39.176086,-94.574127,,,,,,,,
2014,8,11,Texas,Corinth,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,33.15407,-97.064381,,,,,,,,
2014,6,25,New Jersey,West Orange,Religious,4,,,Private Individuals,Firearms,40.798588,-74.238395,,,,,,,,
2014,6,8,Nevada,Las Vegas,Violent Far-right,3,,,"Government, Military, and Police",Firearms,36.211296,-115.247536,,,,,,,,
2014,6,6,Georgia,Cumming,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,34.206408,-84.13969,,,,,,,,
2014,6,5,New Mexico,,Violent Far-right,1,,,Private Individuals,Melee,35.0845,-106.651,,,,,,,,
2014,6,1,Ohio,Columbus,Religious,0,,,Unknown,Unknown,39.991762,-82.996293,,,,,,,,
2014,5,23,California,Isla Vista,Violent Far-right,6,,,Private Individuals,Firearms,34.411929,-119.858282,,,,,,,,
2014,5,5,West Virginia,Weirton,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,40.40803,-80.588972,,,,,,,,
2014,4,13,Kansas,Overland Park,Violent Far-right,3,,Veteran,Religious Institutions,Firearms,38.982228,-94.670792,,,,,,,,
2014,4,12,Nevada,Bunkerville,Violent Far-right,0,,,"Government, Military, and Police",Firearms,36.7684,-114.1281,,,,,,,,
2014,3,25,Illinois,Orland Park,Violent Far-right,0,,,Religious Institutions,Firearms,41.630557,-87.854074,,,,,,,,
2014,3,18,Mississippi,Hattiesburg,Violent Far-right,0,,,Religious Institutions,Firearms,31.32747,-89.327765,,,,,,,,
2013,12,13,Kansas,,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,37.65,-97.433,,,,,,,,
2013,11,1,California,Los Angeles,Violent Far-right,1,,,Transportation and Infrastructure,Firearms,34.097866,-118.407379,,,,,,,,
2013,10,3,Missouri,Joplin,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,37.083284,-94.502838,,,,,,,,
2013,9,3,Oregon,Coos Bay,Violent Far-left,0,,Veteran,Religious Institutions,Explosives and Incendiaries,43.375245,-124.224996,,,,,,,,
2013,8,22,Oregon,Coos Bay,Violent Far-left,0,,Veteran,Private Individuals,Explosives and Incendiaries,43.366501,-124.21789,,,,,,,,
2013,8,8,Oregon,Portland,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,45.545339,-122.661681,,,,,,,,
2013,7,25,New Hampshire,Manchester,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,42.995673,-71.454741,,,,,,,,
2013,6,15,Colorado,,Violent Far-right,0,,,"Government, Military, and Police",Firearms,39.1589,-108.729,,,,,,,,
2013,5,6,Minnesota,,Violent Far-right,0,,,Unknown,Firearms,44.9425,-95.7236,,,,,,,,
2013,4,19,Massachusetts,Watertown,Religious,1,,,"Government, Military, and Police",Explosives and Incendiaries,42.370888,-71.182911,,,,,,,,
2013,4,18,Massachusetts,Cambridge,Religious,1,,,Educational Institution,Firearms,42.359606,-71.093134,,,,,,,,
2013,4,15,Massachusetts,Boston,Religious,2,,,Private Individuals,Explosives and Incendiaries,42.350265,-71.080976,,,,,,,,
2013,3,8,Florida,,Violent Far-right,0,,,"Government, Military, and Police",Firearms,30.6929038,-87.0184494,,,,,,,,
2013,2,25,Washington,Seattle,Violent Far-left,0,,,Business,Explosives and Incendiaries,47.610786,-122.331306,,,,,,,,
2012,12,29,New York,,Violent Far-right,0,,,Unknown,Explosives and Incendiaries,40.7142,-74.0064,,,,,,,,
2012,11,30,Florida,,Religious,0,,,Unknown,Other,26.08333333,-80.11666667,,,,,,,,
2012,11,16,California,,Religious,0,,,Unknown,Unknown,33.9945,-117.398,,,,,,,,
2012,10,17,New York,,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,40.7142,-74.0064,,,,,,,,
2012,9,30,Ohio,Perrysburg,Violent Far-right,0,,Veteran,Religious Institutions,Firearms,41.528165,-83.618569,,,,,,,,
2012,9,14,Illinois,,Religious,0,,,Business,Explosives and Incendiaries,41.84,-87.68,,,,,,,,
2012,8,15,District of Columbia,Washington,Violent Far-right,0,,,Abortion Related,Firearms,38.908642,-77.015381,,,,,,,,
2012,8,6,Missouri,Joplin,Violent Far-right,0,,Veteran,Religious Institutions,Explosives and Incendiaries,37.056467,-94.536324,,,,,,,,
2012,8,5,Wisconsin,Oak Creek,Violent Far-right,6,,Veteran,Religious Institutions,Firearms,42.88585,-87.863136,,,,,,,,
2012,8,5,Virginia,,Violent Far-left,0,,,Private Individuals,Other,38.4079,-78.6236,,,,,,,,
2012,7,4,Missouri,Joplin,Violent Far-right,0,,Veteran,Religious Institutions,Explosives and Incendiaries,37.084227,-94.513281,,,,,,,,
2012,6,18,Texas,Plano,Violent Far-right,0,,,Transportation and Infrastructure,Explosives and Incendiaries,33.019843,-96.698886,,,,,,,,
2012,5,23,Georgia,Marietta,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,33.912749,-84.467353,,,,,,,,
2012,5,20,Georgia,Lilburn,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,33.909395,-84.113468,,,,,,,,
2012,5,20,Virginia,Axton,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,36.659582,-79.711978,,,,,,,,
2012,5,16,Illinois,,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,41.84,-87.68,,,,,,,,
2012,4,30,Ohio,,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.5,-81.6667,,,,,,,,
2012,4,1,Wisconsin,Grand Chute,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,44.281591,-88.438409,,,,,,,,
2012,3,15,Pennsylvania,,Religious,0,,,Unknown,Unknown,39.952335,-75.163789,,,,,,,,
2012,2,28,California,,Violent Far-right,0,,,"Government, Military, and Police",Firearms,34.4119,-118.504,,,,,,,,
2012,2,17,District of Columbia,,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,38.8925,-77.0068,,,,,,,,
2012,1,28,California,,Violent Far-left,0,,,Transportation and Infrastructure,Melee,37.8044,-122.271,,,,,,,,
2012,1,17,District of Columbia,Washington,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,38.8978,-77.0362,,,,,,,,
2012,1,11,New Jersey,Rutherford,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,40.832301,-74.110727,,,,,,,,
2012,1,8,Alabama,Alabama City,Violent Far-right,0,,,Business,Firearms,34.023163,-86.048875,,,,,,,,
2012,1,3,New Jersey,Paramus,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,40.944543,-74.075419,,,,,,,,
2011,12,30,Georgia,Fort Stewart,Violent Far-right,3,,Active,Private Individuals,Firearms,38.9072,-77.0369,,,,,,,,
2011,11,20,New York,New York,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2011,11,11,District of Columbia,Washington,Violent Far-right,0,,,"Government, Military, and Police",Firearms,38.9072,-77.0369,,,,,,,,
2011,10,23,Maine,Lincoln Park,Violent Far-right,0,,,Other,Explosives and Incendiaries,41.9255,-87.6488,,,,,,,,
2011,10,20,Georgia,Gainesville,Violent Far-right,0,,Veteran,"Government, Military, and Police",Other,34.2979,-83.8241,,,,,,,,
2011,10,12,Washington,Gifford,Violent Far-left,0,,,Business,Other,48.3063,-118.1464,,,,,,,,
2011,9,29,Washington D.C.,,Ethnonationalist,0,,,Private Individuals,Explosives and Incendiaries,38.9072,-77.0369,,,,,,,,
2011,9,28,Massachusetts,Ashland,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,42.2612,-71.4634,,,,,,,,
2011,9,26,Idaho,Caldwell,Violent Far-left,0,,,Business,Explosives and Incendiaries,43.6629,-116.6874,,,,,,,,
2011,9,26,"Washington, Oregon, California",,Violent Far-right,4,,,Private Individuals,Melee,47.6062,-122.3321,,,,,,,,
2011,7,28,Texas,Fort Hood,Religious,0,,Veteran,"Government, Military, and Police",Firearms,31.195,-97.7413,,,,,,,,
2011,7,21,Texas,Arlington,Violent Far-right,0,,Veteran,"Government, Military, and Police",Firearms,32.7357,-97.1081,,,,,,,,
2011,7,13,Alabama,Birmingham,Religious,0,,,"Government, Military, and Police",Firearms,33.5186,-86.8104,,,,,,,,
2011,6,22,Washington,Seattle,Religious,0,,,"Government, Military, and Police",Firearms,47.6062,-122.3321,,,,,,,,
2011,5,25,Wisconsin,Madison,Violent Far-right,0,,,Abortion Related,Firearms,43.0731,-89.4012,,,,,,,,
2011,4,23,California,Stockton,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,37.9577,-121.2908,,,,,,,,
2011,3,9,Washington,Spokane,Violent Far-right,0,,Veteran,Transportation and Infrastructure,Explosives and Incendiaries,47.6588,-117.426,,,,,,,,
2011,2,24,Texas,Lubbock,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,33.5779,-101.8552,,,,,,,,
2011,2,22,Michigan,Grand Rapids,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,42.9634,-85.6681,,,,,,,,
2011,1,24,Michigan,Dearborn,Violent Far-right,0,,Veteran,Religious Institutions,Explosives and Incendiaries,42.3223,-83.1763,,,,,,,,
2011,1,17,Washington,Spokane,Violent Far-right,0,,Veteran,Private Individuals,Explosives and Incendiaries,47.6588,-117.426,,,,,,,,
2011,1,14,Arkansas,Hardy,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,36.3159,-91.4826,,,,,,,,
2011,1,14,Arizona,Apache,Violent Far-right,0,,,Unknown,Explosives and Incendiaries,33.415,-111.5496,,,,,,,,
2011,1,6,Maryland,Annapolis,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,38.9784,-76.4922,,,,,,,,
2010,12,8,Maryland,Catonsville,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,39.2721,-76.7319,,,,,,,,
2010,11,28,Oregon,Corvallis,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,44.5646,-123.262,,,,,,,,
2010,11,26,Oregon,Portland,Religious,0,,,Religious Institutions,Explosives and Incendiaries,45.5051,-122.675,,,,,,,,
2010,11,16,California,Los Angeles,Violent Far-left,0,,,Educational Institution,Other,34.0522,-118.2437,,,,,,,,
2010,10,29,Illinois,Chicago,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.8781,-87.6298,,,,,,,,
2010,10,27,Washington D.C.,,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,38.9072,-77.0369,,,,,,,,
2010,10,16,Virginia,Triangle,Religious,0,,Reserve,Educational Institution,Firearms,38.5468,-77.3366,,,,,,,,
2010,9,24,Tennessee,Murfreesboro,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,35.8456,-86.3903,,,,,,,,
2010,9,19,Illinois,Chicago,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.8781,-87.6298,,,,,,,,
2010,9,10,North Carolina,Concord,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,35.4088,-80.5795,,,,,,,,
2010,9,1,Maryland,Silver Spring,Violent Far-left,0,,,Journalists and Media,Explosives and Incendiaries,38.9907,-77.0261,,,,,,,,
2010,8,24,California,Madera,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,36.9613,-120.0607,,,,,,,,
2010,7,27,Oregon,Astoria,Violent Far-left,0,,,Business,Explosives and Incendiaries,46.1879,-123.8313,,,,,,,,
2010,7,22,California,Oakland,Violent Far-right,0,,,"Government, Military, and Police",Firearms,37.8044,-122.2712,,,,,,,,
2010,7,7,Utah,Sandy,Violent Far-left,0,,,Business,Explosives and Incendiaries,40.565,-111.839,,,,,,,,
2010,6,5,Utah,Salt Lake City,Violent Far-left,0,,,Business,Explosives and Incendiaries,40.7608,-111.891,,,,,,,,
2010,5,20,Arkansas,West Memphis,Violent Far-right,2,,,"Government, Military, and Police",Firearms,35.1465,-90.1845,,,,,,,,
2010,5,10,Florida,Jacksonville,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,30.3322,-81.6557,,,,,,,,
2010,5,1,New York,New York City,Religious,0,,,Private Individuals,Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2010,4,30,Colorado,Denver,Violent Far-left,0,,,Business,Explosives and Incendiaries,39.7392,-104.9903,,,,,,,,
2010,3,30,Michigan,Detroit,Violent Far-right,0,,,"Government, Military, and Police",Firearms,42.3314,-83.0458,,,,,,,,
2010,3,4,Virginia,Arlington,Violent Far-right,0,,,"Government, Military, and Police",Firearms,38.8816,-77.091,,,,,,,,
2010,1,1,Florida,Pensacola,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,30.4213,-87.2169,,,,,,,,
2009,12,25,Michigan,Detroit,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,42.3314,-83.0458,,,,,,,,
2009,11,5,Texas,Killeen,Religious,13,,Active,"Government, Military, and Police",Firearms,31.1171,-97.7278,,,,,,,,
2009,10,31,Washington,Seattle,Violent Far-right,1,,,"Government, Military, and Police",Explosives and Incendiaries,47.6062,-122.3321,,,,,,,,
2009,9,24,Illinois,Springfield,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,39.7817,-89.6501,,,,,,,,
2009,9,24,Texas,Dallas,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,32.7767,-96.797,,,,,,,,
2009,9,19,New York,New York,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,40.7128,-74.0006,,,,,,,,
2009,8,4,Pennsylvania,Bridgeville,Violent Far-right,2,,,Private Individuals,Firearms,40.3562,-80.1101,,,,,,,,
2009,7,27,North Carolina,"Raleigh, Druham, Chapel Hill",Religious,0,,,Unknown,Firearms,35.7796,-78.6382,,,,,,,,
2009,7,3,California,Huntington Beach,Violent Far-right,0,,,Private Individuals,Melee,33.6595,-117.9988,,,,,,,,
2009,6,10,District of Columbia,Washington,Violent Far-right,1,,Veteran,Business,Firearms,38.9072,-77.0369,,,,,,,,
2009,6,1,Arkansas,Little Rock,Religious,1,,,"Government, Military, and Police",Firearms,34.7465,-92.2896,,,,,,,,
2009,5,31,Kansas,Wichita,Violent Far-right,1,,,Abortion Related,Firearms,37.6872,-97.3301,,,,,,,,
2009,5,30,Arizona,Arivaca,Violent Far-right,2,,,Private Individuals,Firearms,31.5773,-111.3315,,,,,,,,
2009,5,25,New York,New York,Violent Far-left,0,,,Business,Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2009,5,22,New York,New York,Religious,0,,,Religious Institutions,Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2009,3,7,California,Los Angeles,Violent Far-left,0,,,Educational Institution,Explosives and Incendiaries,34.0522,-118.2437,,,,,,,,
2009,1,21,Massachusetts,Boston,Violent Far-right,3,,,Private Individuals,Firearms,42.3601,-71.0589,,,,,,,,
2008,12,29,Maine,Belfast,Violent Far-right,0,,,Unknown,Other,44.4259,-69.0064,,,,,,,,
2008,11,14,California,Hemet,Violent Far-right,0,,,Private Individuals,Melee,33.7475,-116.972,,,,,,,,
2008,11,8,New York,Patchogue (LI),Violent Far-right,1,,,Private Individuals,Melee,40.766,-73.0193,,,,,,,,
2008,11,5,Massachusetts,Springfield,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,42.1015,-72.5898,,,,,,,,
2008,11,4,New York,Staten Island,Violent Far-right,0,,,Private Individuals,Melee,40.5795,-74.1502,,,,,,,,
2008,8,2,California,Santa Cruz,Violent Far-left,0,,,Educational Institution,Explosives and Incendiaries,36.9741,-122.0308,,,,,,,,
2008,7,27,Tennessee,Knoxville,Violent Far-right,2,,Veteran,Religious Institutions,Firearms,35.9606,-83.8207,,,,,,,,
2008,7,25,California,La Jolla,Violent Far-right,0,,,Private Individuals,Melee,32.8328,-117.2713,,,,,,,,
2008,7,12,Pennsylvania,Shenandoah,Violent Far-right,1,,,Private Individuals,Melee,40.8204,-76.2008,,,,,,,,
2008,5,26,Oregon,Medford,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,42.3265,-122.8756,,,,,,,,
2008,4,22,Florida,Miami Beach,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,25.7907,-80.13,,,,,,,,
2008,4,7,Missouri,Kansas City,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,39.0997,-94.5786,,,,,,,,
2008,3,6,New York,New York City,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2008,3,3,Washington,Woodinville,Violent Far-left,0,,,Business,Explosives and Incendiaries,47.7543,-122.1635,,,,,,,,
2008,2,17,California,Eureka,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,40.8021,-124.1637,,,,,,,,
2008,2,9,Tennessee,Columbia,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,35.6151,-87.0353,,,,,,,,
2008,2,5,California,Los Angeles,Violent Far-left,0,,,Educational Institution,Explosives and Incendiaries,34.0522,-118.2437,,,,,,,,
2007,11,8,California,Laguna Woods,Violent Far-left,0,,,Business,Explosives and Incendiaries,33.6102,-117.7251,,,,,,,,
2007,10,26,New York,New York City,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2007,6,24,California,Los Angeles,Violent Far-left,0,,,Educational Institution,Explosives and Incendiaries,34.0522,-118.2437,,,,,,,,
2007,6,17,Illinois,Joliet,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,41.525,-88.0817,,,,,,,,
2007,6,2,New York,Queens,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,40.7282,-73.7949,,,,,,,,
2007,5,9,Virginia,Virginia Beach,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,36.8529,-75.978,,,,,,,,
2007,5,8,New Jersey,Fort Dix,Religious,0,,,"Government, Military, and Police",Firearms,40.0298,-74.6185,,,,,,,,
2007,4,25,Texas,Austin,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,30.2672,-97.7431,,,,,,,,
2007,3,18,Colorado,Denver,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,39.7392,-104.9903,,,,,,,,
2007,2,7,Wyoming,Casper,Violent Far-right,0,,,Private Individuals,Firearms,42.8501,-106.3252,,,,,,,,
