Year_csis,Month_csis,Day_csis,State_csis,City_csis,Orientation_csis,vict_killed_csis,LE_status_csis,MIL_status_csis,Target_csis,Weapon_csis,Lat_csis,Long_csis,type_extremism_1,type_extremism_2,victim_category,victim_specific1,victim_specific2,susp_total,susp_hometown,susp_social_media_use
2019,5,12,Connecticut,New Haven,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,41.3082,-72.9282,anti muslim,,religious building,muslim,,,,
2019,5,18,Illinois,Chicago,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,42.1117,-87.7417,anti semitic,,religious building,jewish,,,,
2019,7,28,Florida,Miami,Violent Far-right,0,,,Religious Institutions,Firearms,25.7617,-80.1918,anti semitic,,religious building,jewish,,1,"Hallandale Beah, FL",
2019,8,7,Ohio,,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,40.9676,-80.967,racist,,individual,black,,,,
2019,8,10,California,Los Angeles,Violent Far-right,0,,,Private Individuals,Threats or Hoaxes,34.0522,-118.243,anti semitic,,religious building,jewish,,1,"Los Angeles, CA",
2019,8,11,Illinois,Lombard,Violent Far-right,0,,,Unknown,Explosives and Incendiaries,41.88,-88.0078,white supremacist,,group,,,1,"Lombard, IL",
2019,8,14,Illinois,Gurnee,Violent Far-right,0,,,Private Individuals,Melee,42.3703,-87.902,anti immigrant,,individual,immigrant,hispanic,1,"Gurnee, IL",
2019,9,15,Kentucky,Independence,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,38.9431,-84.5441,anti abortion,,building,abortion,,1,"Cincinatti, OH",
2019,11,1,Wisconsin,Milwaukee,Violent Far-right,0,,Veteran,Private Individuals,Other,43.0389,-87.9065,anti immigrant,,individual,immigrant,,1,"Milwaukee, WI",
2019,11,19,Georgia,Gainesville,Violent Far-right,0,,,Religious Institutions,Melee,34.2979,-83.8241,white supremacist,,religious building,black,,1,"Gainesville, GA",
2019,12,9,Iowa,Des Moines,Violent Far-right,0,,,Private Individuals,Melee,40.9232,-91.1815,racist,,individual,immigrant,hispanic,1,"Des Moines, IA",
2018,12,20,Maryland,Baltimore,Violent Far-right,0,,Veteran,Private Individuals,Firearms,39.4695,-76.8294,white supremacist,,individual,black,,1,"Baltimore, MD",various
2018,3,17,Tennessee,Murfreesboro,Violent Far-right,1,,,Private Individuals,Explosives and Incendiaries,35.8456,-86.3903,white supremacist,,individual,black,,1,"Murfreesboro, TN",
2018,11,2,Florida,Tallahassee,Violent Far-right,2,,Veteran,Business,Firearms,30.4383,-84.2807,incel,,individual,women,,1,"Deltona, FL",youtube
2018,1,2,California,Lake Forest,Violent Far-right,1,,,Private Individuals,Melee,33.63333333,-117.6833333,anti lgbtq,white supremacist,individual,lgbtq,,1,"Lake Forest, CA",various
2018,10,27,Pennsylvania,Pittsburgh,Violent Far-right,11,,,Religious Institutions,Firearms,40.45,-80,anti semitic,,religious building,jewish,,1,"Baldwin Borough, PA",gab
2018,8,19,Pennsylvania,Pittsburgh,Violent Far-right,1,,,Private Individuals,Melee,40.4406,-79.9959,white supremacist,,individual,black,,1,"Pittsburgh, PA",facebook
2018,5,5,Florida,Pembroke Pines,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,26.008058,-80.344965,anti muslim,,individual,muslim,,1,"Cutler Bay, FL",facebook
2018,10,26,Florida,West Palm Beach,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,26.1518563,-80.4558859,anti government,,group,left,,1,"West Palm Beach, FL",facebook
2018,12,10,Ohio,Toledo,Religious,0,,,Religious Institutions,Firearms,41.6528,-83.5379,,,,,,,,
2018,12,8,Ohio,Toledo,Violent Far-left,0,,,Business,Explosives and Incendiaries,41.6528,-83.5379,,,,,,,,
2018,10,9,District of Columbia,Washington,Other,0,,,Multiple,Explosives and Incendiaries,38.908642,-77.015381,,,,,,,,
2018,10,9,Oregon,Portland,Violent Far-left,0,,,"Government, Military, and Police",Threats or Hoaxes,45.511795,-122.675629,,,,,,,,
2018,8,1,New Mexico,Taos,Religious,0,,,"Government, Military, and Police",Firearms,36.389031,-105.583927,,,,,,,,
2018,7,1,Ohio,Cleveland,Religious,0,,,Private Individuals,Explosives and Incendiaries,41.5,-81.6667,,,,,,,,
2018,5,2,Texas,Plano,Religious,0,,,Private Individuals,Firearms,33.0198,-96.6989,,,,,,,,
2018,3,12,Florida,Palm Beach,Religious,1,,,Private Individuals,Melee,26.7056,-80.0364,,,,,,,,
2018,2,1,Florida,Fort Pierce,Religious,0,,,Multiple,Threats or Hoaxes,27.436064,-80.342302,,,,,,,,
2018,1,30,South Carolina,Anderson,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,34.522815,-82.655358,,,,,,,,
2018,1,17,Minnesota,,Religious,0,,,Educational Institution,Explosives and Incendiaries,44.88333333,-93.2,,,,,,,,
2018,1,20,Washington,Seattle,Violent Far-right,0,,,Private Individuals,Melee,47.3073,-122.228,racist,,individual,black,,1,"Seattle, WA",
2018,2,14,New Jersey,Orange,Violent Far-right,0,,,Abortion Related,Melee,40.7667,-74.2,anti abortion,,building,abortion,,1,"Lowell, MA",
2018,3,2,Tennessee,Memphis,Violent Far-right,0,,,"Government, Military, and Police",Threats or Hoaxes,35.106112,-89.987352,white supremacist,anti government,group,government,,1,"Marianne, AK",
2018,3,5,Wisconsin,Beaver Dam,Violent Far-right,0,,,Unknown,Explosives and Incendiaries,43.4578,-88.8373,white supremacist,,,,,1,"Beaver Dam, WI",
2018,4,15,Maine,Biddeford,Violent Far-right,0,,,Private Individuals,Melee,43.4926,-70.4534,,,individual,black,,2,"Biddeford, ME",
2018,4,17,California,Irvine,Violent Far-right,0,,,Private Individuals,Unknown,33.6846,-117.8265,anti semitic,,individual,jewish,,1,"Irvine, CA",
2018,5,14,West Virginia,Manassas,Violent Far-right,0,,,Private Individuals,Melee,38.6242509,-82.1645889,anti immigrant,racist,individual,immigrant,,2,"Manassas, WV",
2018,7,13,Florida,Miami,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,25.7907,-80.13,anti semitic,,individual,jewish,,1,"Miami, FL",
2018,7,20,California,Watsonville,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,36.9102,-121.7569,anti abortion,,building,abortion,,,,
2018,7,21,Washington,Burien,Violent Far-right,0,,,"Government, Military, and Police",Melee,47.4704,-122.347,anti immigrant,,individual,government,,1,"Burien, WA",
2018,7,28,Indiana,Carmel,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,39.9784,-86.118,white supremacist,anti semitic,religious building,jewish,,1,"Eminence, IN",
2018,8,,Arkansas,Pine Bluff,Violent Far-right,0,,,"Government, Military, and Police",Threats or Hoaxes,34.213869,-92.017879,anti government,,individual,government,,1,,
2018,8,6,California,Holy Jim,Violent Far-right,0,,,"Government, Military, and Police",Explosives and Incendiaries,33.6769,-117.776,anti government,,building,government,park,1,"Holy Jim, CA",
2018,8,16,Massachusetts,Boston,Violent Far-right,0,,,Journalists and Media,Threats or Hoaxes,42.350265,-71.080976,other,anti journalism,individual,media,,1,"Encino, CA",
2018,8,19,South Carolina,Charleston,Violent Far-right,0,,,Private Individuals,Melee,32.7766,-79.9309,anti lgbtq,,individual,lgbtq,,1,"Charleston, SC",
2018,8,21,Massachusetts,Essex,Violent Far-right,0,,,Business,Firearms,42.26,-71.812,racist,,individual,black,,1,"Essex, MA",
2018,9,24,Puerto Rico,San German,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,18.081736,-67.04667,anti semitic,racist,group,jewish,black,1,Online,
2018,10,24,Kentucky,Jeffersontown,Violent Far-right,2,,,Private Individuals,Firearms,38.207587,-85.569676,racist,,group,black,,1,"Jeffersontown, KY",
2017,1,9,"Florida, Tennessee, Georgia, New Jersey, South Carolina, Delaware",,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,,,anti semitic,,building,education,jewish,1,Israel,various
2017,5,19,Florida,Tampa,Violent Far-right,0,,,Unknown,Explosives and Incendiaries,27.9506,-82.4572,white supremacist,,government building,,,,"Tampa, FL",various
2017,5,19,Florida,Tampa,Violent Far-right,0,,Reserve,Transportation and Infrastructure,Explosives and Incendiaries,28.088985,-82.403127,white supremacist,,individual,white,,,"Tampa, FL",various
2017,,,California,Los Angeles,Violent Far-right,0,,,Private Individuals,Melee,34.097866,-118.407379,white supremacist,,demonstration,social justice,,3,"Huntington Beach, Berkeley and San Bernardino",various
2017,1,20,Missouri,Kansas City,Violent Far-right,0,,,Private Individuals,Firearms,39.176086,-94.574127,anti lgbtq,,individual,lgbtq,,,,
2017,2,22,Kansas,Olathe,Violent Far-right,1,,,Private Individuals,Firearms,38.853889,-94.781111,white supremacist,anti immigrant,individual,immigrant,indian,1,"Olathe, KS",
2017,3,3,Washington,Kent,Violent Far-right,0,,,Private Individuals,Firearms,47.403401,-122.174519,anti muslim,anti immigrant,individual,immigrant,sikh,,,
2017,5,1,New York,New York,Violent Far-right,0,,,Private Individuals,Melee,40.7142,-74.0064,anti asian,white supremacist,individual,asian,,,"New York, NY",
2017,8,4,Missouri,Kansas City,Violent Far-right,0,,,"Government, Military, and Police",Other,39.176086,-94.574127,anti government,,government building,,,,,
2017,9,12,Louisiana,Baton Rouge,Violent Far-right,1,,,Private Individuals,Firearms,30.449998,-91.154152,white supremacist,,individual,black,,1,"Baton Rouge, LA",
2017,9,14,Louisiana,Baton Rouge,Violent Far-right,1,,,Private Individuals,Firearms,30.420015,-91.184493,white supremacist,,individual,black,,1,"Baton Rouge, LA",
2017,1,28,Texas,Victoria,Violent Far-right,0,,Veteran,Religious Institutions,Explosives and Incendiaries,28.819306,-97.003321,anti muslim,,religious building,muslim,,1,"Victoria, TX",facebook
2017,12,7,New Mexico,Aztec,Violent Far-right,2,,,Educational Institution,Firearms,36.820666,-107.990818,white supremacist,incel,building,education,,1,"Aztec, FL",various
2017,4,28,Kentucky,Lexington,Violent Far-right,0,,,Private Individuals,Melee,38.052751,-84.493642,anti left,,group,left,,1,"Cincinatti, OH",various
2017,2,16,South Carolina,Conway,Violent Far-right,0,,,Unknown,,33.7093,-78.8847,white supremacist,,religious building,jewish,,1,"Myrtle Beach, SC",facebook
2017,3,10,Florida,Port St. Lucie,Violent Far-right,0,,,Business,Explosives and Incendiaries,27.31804,-80.349962,anti muslim,anti immigrant,building,immigrant,indian,1,"Port St. Lucie, FL",
2017,8,5,Minnesota,Bloomington,Violent Far-right,0,Former,,Religious Institutions,Explosives and Incendiaries,44.854703,-93.264384,anti muslim,,religious building,muslim,,3,"Clarence, IL",youtube
2017,10,22,Nebraska,Beaver City,Violent Far-right,0,,,Transportation and Infrastructure,Other,40.1765,-99.9123,white supremacist,conspiracy theorist,group,black,,1,"st charles, mo",various
2017,8,12,Virginia,Charlottesville,Violent Far-right,1,,Veteran,Private Individuals,Vehicle,38.029474,-78.479616,white supremacist,,demonstration,social justice,,1,"Maume, OH",instagram
2017,3,20,New York,New York City,Violent Far-right,1,,Veteran,Private Individuals,Melee,40.697132,-73.931351,white supremacist,,individual,black,,1,"Baltimore, MD",various
2017,5,26,Oregon,Portland,Violent Far-right,2,,,Private Individuals,Melee,45.533293,-122.65353,anti muslim,,individual,muslim,,,"Portland, OR",facebook
2017,2,4,Illinois,Chicago,Violent Far-right,0,,,Religious Institutions,Melee,41.8814,-87.6314,anti semitic,,religious building,jewish,,1,"Oak Brook, IL",facebook
2017,5,4,District of Columbia,Washington,Violent Far-right,0,,Veteran,Unknown,,38.9507,-77.0014,white supremacist,,group,white,,,"Washington, DC",facebook
2017,12,5,Florida,Jacksonville,Violent Far-right,0,,,Unknown,,30.2947,-81.3931,anti muslim,,individual,muslim,,1,"Jacksonville, FL",facebook
2017,12,16,California,Modesto,Religious,0,,Veteran,Private Individuals,Explosives and Incendiaries,37.663182,-120.999254,,,,,,,,
2017,12,11,New York,New York City,Religious,0,,,Transportation and Infrastructure,Explosives and Incendiaries,40.697132,-73.931351,,,,,,,,
2017,12,1,Texas,Houston,Religious,0,,,Unknown,Unknown,29.813822,-95.365295,,,,,,,,
2017,11,13,North Carolina,Vale,Violent Far-left,0,,,Religious Institutions,Explosives and Incendiaries,35.630842,-81.43925,,,,,,,,
2017,10,31,New York,New York City,Religious,8,,,Private Individuals,Vehicle,40.697132,-73.931351,,,,,,,,
2017,10,20,Florida,Miami,Religious,0,,,Multiple,Explosives and Incendiaries,25.774591,-80.214195,,,,,,,,
2017,8,19,Texas,Houston,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,29.813822,-95.365295,,,,,,,,
2017,8,18,Florida,Kissimmee,Violent Far-left,2,,,"Government, Military, and Police",Firearms,28.292,-81.4076,,,,,,,,
2017,7,13,Pennsylvania,Campbelltown,Violent Far-left,0,,,Business,Explosives and Incendiaries,40.256896,-76.581134,,,,,,,,
2017,7,9,Pennsylvania,Campbelltown,Violent Far-left,0,,,Business,Explosives and Incendiaries,40.256711,-76.581162,,,,,,,,
2017,7,8,Hawaii,Honolulu,Religious,0,,Active,Private Individuals,Firearms,21.299174,-157.780289,,,,,,,,
2017,6,21,Michigan,Flint,Religious,0,,,"Government, Military, and Police",Melee,42.973383,-83.738903,,,,,,,,
2017,6,14,Virginia,Alexandria,Violent Far-left,0,,,"Government, Military, and Police",Firearms,38.821582,-77.053422,,,,,,,,
2017,6,13,Alabama,Huntsville,Religious,0,,,"Government, Military, and Police",Explosives and Incendiaries,34.733402,-86.597544,,,,,,,,
2017,6,0,New York,New York City,Religious,0,,,Multiple,Unknown,40.7128,-74.006,,,,,,,,
2017,4,18,California,Fresno,Violent Far-left,3,,,Private Individuals,Firearms,36.747696,-119.798892,,,,,,,,
2017,3,22,North Dakota,Nome,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,46.679696,-97.810146,,,,,,,,
2017,2,21,New York,New York City,Religious,0,,,Unknown,Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2017,2,17,Kansas,,Religious,0,,Veteran,Unknown,Explosives and Incendiaries,39.1142,-94.6275,,,,,,,,
2017,1,31,Colorado,Denver,Religious,1,,Veteran,"Government, Military, and Police",Firearms,39.758968,-104.876305,,,,,,,,
2017,1,6,Florida,Fort Lauderdale,Religious,5,,Veteran,Transportation and Infrastructure,Firearms,26.071231,-80.145668,,,,,,,,
2017,1,2,Illinois,Chicago,Violent Far-right,0,,,Private Individuals,Melee,41.842602,-87.681229,other,,individual,white,,,,
2017,1,7,Texas,Fort Worth,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,32.713541,-97.355277,racist,,religious building,white,,,,
2017,1,26,Colorado,Denver,Violent Far-right,0,,,Business,Threats or Hoaxes,39.71,-104.73,anti immigrant,,group,immigrant,,,,
2017,2,,Iowa,Ames,Violent Far-right,0,,,Private Individuals,Threats or Hoaxes,42.032687,-93.63152,anti lgbtq,,individual,lgbtq,,1,"Nevada, IA",
2017,2,6,New Hampshire,Manchester,Violent Far-right,0,,,Business,Explosives and Incendiaries,42.993611,-71.486401,white supremacist,,building,immigrant,,,,
2017,2,9,Mississippi,Jackson,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,32.298757,-90.18481,white supremacist,,individual,black,,,,
2017,2,24,Florida,Thonotosassa,Violent Far-right,0,,Veteran,Religious Institutions,Explosives and Incendiaries,28.148307,-82.280547,anti muslim,,religious building,muslim,,,,
2017,3,4,Kentucky,Lexington,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,37.9886892,-84.4777153,anti muslim,,religious building,muslim,,,,
2017,3,7,Georgia,,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,33.749,-84.388,racist,anti immigrant,religious building,muslim,,,,
2017,3,17,Minnesota,Delano,Violent Far-right,0,,,Private Individuals,Threats or Hoaxes,45.0419,-93.7891,white supremacist,,individual,black,,,,
2017,3,29,Oregon,Troutdale,Violent Far-right,0,,,Private Individuals,Threats or Hoaxes,45.5393,-122.387,anti muslim,,individual,immigrant,iranian,,,
2017,3,30,Virginia,Huntington,Violent Far-right,0,,,Private Individuals,Melee,38.7923,-77.0708,anti muslim,,individual,muslim,,,,
2017,4,6,North Carolina,Charlotte,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,35.203377,-80.74943,white supremacist,anti immigrant,building,immigrant,,1,,
2017,4,12,Texas,Austin,Violent Far-right,0,,,Unknown,,30.2433,-97.6906,anti government,,group,police,,1,"Austin, TX",
2017,4,24,California,Vacaville,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,38.354542,-121.989794,white supremacist,,individual,black,,,,
2017,5,30,New York,New York City,Violent Far-right,0,,,Religious Institutions,Firearms,40.697132,-73.931351,anti muslim,,religious building,muslim,,,,
2017,6,26,New York,New York City,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,40.697132,-73.931351,anti semitic,,individual,jewish,,,New York City,
2017,7,7,Texas,Dallas,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,32.762122,-96.774511,anti lgbtq,,building,lgbtq,,,,
2017,8,12,Oklahoma,Oklahoma City,Violent Far-right,0,,,Business,Explosives and Incendiaries,35.472015,-97.520354,anti government,,government building,,,1,"Saure, OK",
2017,9,11,Louisiana,Baton Rouge,Violent Far-right,0,,,Private Individuals,Firearms,30.451468,-91.187147,white supremacist,,individual,black,,1,"Baton Rouge, LA",
2017,10,,Illinois,Chicago,Violent Far-right,0,,,Abortion Related,Threats or Hoaxes,41.842602,-87.681229,anti abortion,,building,abortion,,1,"Dyer, IN",
2017,10,6,North Carolina,Fletcher,Violent Far-right,0,,,Transportation and Infrastructure,Explosives and Incendiaries,35.437653,-82.537256,anti government,,government building,,,1,"Asheville, NC",
2017,10,8,Washington,Spokane,Violent Far-right,0,,Veteran,Private Individuals,Firearms,47.679135,-117.402209,white supremacist,,individual,black,,2,"Spokane, WA",
2017,10,31,Louisiana,Richland Parish,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,32.419801,-91.763649,white supremacist,,religious building,black,,1,"Richland Parish, LA",
2017,11,7,Illinois,Champaign,Violent Far-right,0,Former,,Abortion Related,Explosives and Incendiaries,40.087687,-88.246841,anti abortion,anti government,building,abortion,,,,
2016,8,16,Washington,Olympia,Violent Far-right,0,,,Private Individuals,Melee,47.0379,-122.901,white supremacist,,individual,black,,,"Olympia, WA",various
2016,2,28,California,Anaheim,Violent Far-right,0,,,Private Individuals,Melee,33.8333,-117.9,white supremacist,,demonstration,social justice,,1,"San Francisco, CA",
2016,3,6,Wisconsin,Milwaukee,Violent Far-right,3,,,Private Individuals,Firearms,43.0389,-87.9065,racist,anti immigrant,individual,immigrant,asian,1,"Milwaukee, WI",
2016,8,3,California,San Rafael,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,37.2153,-119.664,anti immigrant,,group,hispanic,,1,San Rafael,
2016,8,12,Oklahoma,Tulsa,Violent Far-right,1,,,Private Individuals,Firearms,36.1539816,-95.992775,racist,anti immigrant,individual,muslim,,,"Tulsa, OK",
2016,6,16,New York,Mount Sinai,Violent Far-right,0,,,Unknown,Firearms,40.9470432,-73.0295495,white supremacist,anti semitic,,,,2,Mount Sinai,various
2016,8,23,Massachusetts,Salem,Violent Far-right,0,,,Journalists and Media,Explosives and Incendiaries,42.521477,-70.895532,anti lgbtq,,,,,2,"Hollis, Milford, N.H.",
2016,6,13,West Virginia,Great Cacapon,Violent Far-right,3,,,Private Individuals,Firearms,39.5604332,-78.2577317,anti government,,individual,,,1,"Great Cacapon, WV",facebook
2016,9,12,Florida,Fort Pierce,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,27.374522,-80.337837,anti muslim,,religious building,muslim,,1,"Port St. Lucie, FL",facebook
2016,10,11,Kansas,Garden City,Violent Far-right,0,,Veteran,Private Individuals,Explosives and Incendiaries,38.4847,-98.3802,anti muslim,,religious building,muslim,,3,"Wright and Liberal, KS, Beaver County, OK",facebook
2016,12,15,Texas,Dallas,Violent Far-right,0,,Veteran,Journalists and Media,Other,32.776664,-96.796988,anti semitic,anti journalism,individual,jewish,media,1,"Salisbury, MD",twitter
2016,12,20,Arizona,,Religious,0,,,Unknown,Firearms,33.4484,-112.074,,,,,,,,
2016,11,28,Ohio,Columbus,Religious,0,,,Private Individuals,Melee,40.00329,-83.011421,,,,,,,,
2016,11,16,Tennessee,,Violent Far-left,0,,Veteran,Educational Institution,Threats or Hoaxes,35.1029,-89.9934,,,,,,,,
2016,11,8,Iowa,Buena Vista County,Violent Far-left,0,,,Business,Explosives and Incendiaries,42.670545,-95.143207,,,,,,,,
2016,10,16,North Carolina,Hillsborough,Violent Far-left,0,,,Private Individuals,Explosives and Incendiaries,36.060668,-79.101578,,,,,,,,
2016,10,15,Iowa,Reasnor,Violent Far-left,0,,,Business,Explosives and Incendiaries,41.578663,-93.022688,,,,,,,,
2016,10,11,Colorado,Nederland,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,39.962515,-105.512,,,,,,,,
2016,9,25,Utah,Kane County,Violent Far-left,0,,,Transportation and Infrastructure,Firearms,37.294173,-112.00644,,,,,,,,
2016,9,17,New York,New York City,Religious,0,,,Private Individuals,Explosives and Incendiaries,40.697132,-73.931351,,,,,,,,
2016,9,17,Minnesota,St. Cloud,Religious,0,,,Business,Melee,45.555575,-94.210178,,,,,,,,
2016,8,1,Iowa,Reasnor,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.577354,-93.024003,,,,,,,,
2016,8,1,Iowa,Newton,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.703318,-93.057353,,,,,,,,
2016,7,31,Iowa,Oskaloosa,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,41.291673,-92.649359,,,,,,,,
2016,7,20,Ohio,,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,41.5,-81.66666667,,,,,,,,
2016,7,17,Florida,Daytona Beach,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,29.200533,-81.034508,,,,,,,,
2016,7,17,Louisiana,Baton Rouge,Violent Far-left,3,,Veteran,"Government, Military, and Police",Firearms,30.433483,-91.080857,,,,,,,,
2016,7,7,Tennessee,Bristol,Violent Far-left,1,,Veteran,"Government, Military, and Police",Firearms,36.58886,-82.185961,,,,,,,,
2016,7,7,Texas,Dallas,Violent Far-left,5,,Veteran,"Government, Military, and Police",Firearms,32.779578,-96.804259,,,,,,,,
2016,7,4,Missouri,St. Louis,Violent Far-left,0,,,Religious Institutions,Explosives and Incendiaries,38.656298,-90.413024,,,,,,,,
2016,7,3,Virginia,,Religious,0,,Veteran,Unknown,Firearms,39.0062204,-77.4285992,,,,,,,,
2016,7,1,Indiana,Crown Point,Religious,0,,,Private Individuals,Unknown,41.420192,-87.351101,,,,,,,,
2016,6,18,Nevada,,Violent Far-left,0,,,"Government, Military, and Police",Firearms,36.21,-115.22,,,,,,,,
2016,6,12,Florida,Orlando,Religious,49,,,Business,Firearms,28.519601,-81.376794,,,,,,,,
2016,5,1,Washington,Seattle,Violent Far-left,0,,,"Government, Military, and Police",Explosives and Incendiaries,47.610786,-122.331306,,,,,,,,
2016,5,1,New York,New York City,Religious,0,,,Private Individuals,Explosives and Incendiaries,40.7128,-74.006,,,,,,,,
2016,3,30,Massachusetts,Tyngsborough,Violent Far-left,0,,,Transportation and Infrastructure,Explosives and Incendiaries,42.691279,-71.438679,,,,,,,,
2016,2,11,Ohio,Columbus,Religious,0,,,Business,Melee,40.064024,-82.863818,,,,,,,,
2016,1,27,Wisconsin,,Religious,0,,,Religious Institutions,Firearms,43.0389,-87.9065,,,,,,,,
2016,1,7,Pennsylvania,Philadelphia,Religious,0,,,"Government, Military, and Police",Firearms,40.008171,-75.13549,,,,,,,,
2016,1,2,Oregon,Princeton,Violent Far-right,0,,Veteran,"Government, Military, and Police",Firearms,43.265841,-118.844083,anti government,,government building,,,7,,
2016,1,15,New York,New York City,Violent Far-right,0,,,Private Individuals,Melee,40.697132,-73.931351,anti muslim,,individual,muslim,,,,
2016,2,9,Pennsylvania,,Violent Far-right,0,,,Religious Institutions,Threats or Hoaxes,39.9523,-75.1638,anti semitic,,building,education,jewish,,,
2016,2,28,California,Lake Los Angeles,Violent Far-right,0,,,Private Individuals,Melee,34.605975,-117.829953,white supremacist,,individual,immigrant,,3,"Los Angeles, CA",
2016,3,2,Washington,Spokane Valley,Violent Far-right,0,,,Religious Institutions,Melee,47.6667,-117.233,anti muslim,,religious building,sikh,,1,"Spokane, WA",
2016,4,21,Idaho,Bonners Ferry,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,48.684131,-116.316826,other,,religious building,black,,1,"Bonners Ferry, ID",
2016,5,2,Iowa,Iowa City,Violent Far-right,0,,,Private Individuals,Melee,43.464509,-91.2953083,racist,,,,,,,
2016,5,25,California,Modesto,Violent Far-right,0,,,Abortion Related,Explosives and Incendiaries,37.664764,-120.994427,anti abortion,,building,abortion,,,,
2016,6,21,Mount Trumbull,Arizona,Violent Far-right,0,,Veteran,"Government, Military, and Police",Explosives and Incendiaries,39.7102,-111.836,anti government,,government building,,,1,"Stockton, Utah",
2016,7,7,Texas,College Station,Violent Far-right,0,,,Religious Institutions,Firearms,30.62228,-96.347518,anti muslim,,building,education,,,,
2016,7,9,Washington,Kettle Falls,Violent Far-right,0,,,Private Individuals,Melee,48.6107,-118.056,anti muslim,,individual,immigrant,indian,1,"Stevens County, WA",
2016,7,27,Florida,Tampa,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,27.987652,-82.550249,anti muslim,,religious building,muslim,,,,
2016,8,4,Florida,Tampa,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,28.032289,-82.408025,anti muslim,,religious building,muslim,,,,
2016,8,9,New York,New City,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,41.154049,-73.990929,anti semitic,,individual,jewish,,,,
2016,8,15,Indiana,Greenwood,Violent Far-right,0,,,Unknown,Firearms,39.6137,-86.1067,anti government,,,,,,"Greenwood, IN",
2016,8,21,Indiana,Fort Wayne,Violent Far-right,1,,,Private Individuals,Melee,40.9785,-85.1952,white supremacist,,individual,black,,,"Fort Wayne, IN",
2016,9,2,Nevada,Las Vegas,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,36.197294,-115.131528,racist,,religious building,black,,,,
2016,9,8,Florida,Miami,Violent Far-right,0,,,Private Individuals,Explosives and Incendiaries,25.4687224,-80.4775569,anti lgbtq,,individual,lgbtq,,,,
2016,9,24,Missouri,Kansas City,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,39.176086,-94.574127,anti muslim,,religious building,muslim,,,,
2016,10,27,Alabama,,Violent Far-right,0,,,"Government, Military, and Police",,31.4026272,-85.988207,anti government,conspiracy theorist,building,education,,,"Douglas, Ga.",
2016,10,30,California,Ronaldo,Violent Far-right,0,,,Private Individuals,Melee,32.7153,-117.157,anti muslim,,individual,muslim,,3,"San Diego, CA",
2016,11,10,Pennsylvania,Philadelphia,Violent Far-right,0,,,Private Individuals,Melee,40.0382,-75.3446,white supremacist,,individual,black,,,,
2016,11,23,New Mexico,Albuquerque,Violent Far-right,0,,,Business,Explosives and Incendiaries,35.091952,-106.586558,other,,building,,,,,
2016,12,5,New York,New York City,Violent Far-right,0,,,Private Individuals,Melee,40.7532,-73.9765,anti muslim,,individual,muslim,,,,
2015,11,23,Minnesota,Minneapolis,Violent Far-right,0,,,Private Individuals,Firearms,44.964985,-93.260193,white supremacist,,demonstration,BLM,,1,"Bloomington, MN",youtube
2015,12,11,California,Coachella,Violent Far-right,0,,,Religious Institutions,Explosives and Incendiaries,33.69288,-116.187442,anti muslim,,individual,muslim,,1,"Palm Desert, CA",various
